,Year,intersection,health,climate
0,2011,0.17857142857142858,21.0,3.9285714285714284
1,2012,0.14705882352941177,18.720588235294116,3.6911764705882355
2,2013,0.30864197530864196,18.555555555555557,3.5555555555555554
3,2014,0.21428571428571427,25.12857142857143,5.1
4,2015,0.2911392405063291,25.455696202531644,4.582278481012659
5,2016,0.2318840579710145,19.840579710144926,5.507246376811594
6,2017,0.22340425531914893,20.0,5.159574468085107
7,2018,0.45348837209302323,20.61627906976744,3.395348837209302
8,2019,0.25,22.329545454545453,3.9318181818181817
9,2020,0.8076923076923077,22.0,5.173076923076923
10,2021,0.7714285714285715,32.904761904761905,4.866666666666666
